name,age,academic_score,entrance_score,course_level,course_stream,institute_tier,country,parent_income,parent_existing_emi,parent_dti,parent_cibil,tuition_fee,living_expenses,down_payment,loan_amount_requested,tenure_years,moratorium_years,loan_status,approved_amount,interest_rate
Anjali Singh,28.0,85.8,714.0,UG,Arts,Tier2,India,75589.0,21971.0,0.291,707.0,854732.0,265749.0,3508.0,1116973.0,10.0,2.0,,903228.0,11.91
Aaditya Verma,31.0,79.11,,UG,Engineering,Tier1,India,68216.0,8316.0,0.122,807.0,495461.0,271523.0,12129.0,754855.0,7.0,3.0,1.0,590444.0,12.18
Aaditya Patel,25.0,84.7,700.0,PG,Other,Tier2,India,59719.166666666664,27372.0,0.332,720.0,695319.0,99163.0,53941.0,740541.0,15.0,1.0,0.0,0.0,12.316354679802958
Yash Jain,33.0,93.9,552.3731884057971,PG,Other,Tier2,India,44441.0,5004.0,0.113,709.0,152600.0,234357.0,1275.0,385682.0,10.0,3.0,1.0,312047.0,11.91
Sana Sharma,24.963768115942027,84.08,393.0,PG,Other,Tier2,India,71952.0,25119.0,0.349,725.0,279014.0,121630.0,52849.0,347795.0,10.0,1.0,1.0,277811.0,12.01
Neha Yadav,28.0,89.29,418.0,UG,Other,Tier2,,53738.0,2420.0,0.045,710.0,1171765.0,250660.0,149892.0,1324936.865942029,10.0,,1.0,1009635.0,12.07
Kunal Reddy,23.0,90.34,617.0,PG,,Tier3,,59509.0,11987.797101449276,0.281,718.0398550724638,,299309.0,16447.0,382878.0,7.0,2.0,1.0,302060.0,
Yash Patel,18.0,89.35,754.0,UG,Engineering,Tier3,India,80711.0,17456.0,0.216,660.0,683192.0,57507.0,35795.0,704904.0,12.0,2.0,1.0,566826.0,11.96
Kunal Yadav,19.0,74.91,458.0,PhD,Other,Tier2,India,36832.0,1422.0,0.039,674.0,831514.0,274341.0,167711.3152173913,1032034.0,15.0,1.0,0.0,761098.6884057971,12.316354679802958
Neha Yadav,33.0,67.79,594.0,PG,Medical,Tier3,India,92200.0,8921.0,0.097,772.0,176488.0,205658.0,,346999.0,10.0,3.0,1.0,295643.0,11.48
Sarthak Yadav,21.0,73.88,641.0,UG,Arts,Tier3,India,49430.0,245.0,0.005,,1462309.0,293346.0,423471.0,1332184.0,12.0,1.644927536231884,1.0,761098.6884057971,12.69
Vivek Yadav,33.0,91.22,526.0,UG,Engineering,Tier3,India,66517.0,12472.0,0.188,711.0,416575.0,166252.0,6301.0,576526.0,15.0,1.0,1.0,761098.6884057971,12.3
,33.0,65.13,552.3731884057971,PG,Medical,Tier3,India,24987.0,11987.797101449276,0.121,762.0,525878.0,261847.0,140470.0,647255.0,15.0,,1.0,470975.0,12.72
Anjali Jain,33.0,77.97,750.0,PG,Engineering,Tier1,India,77996.0,18668.0,0.239,703.0,525520.0,65599.0,90949.0,500170.0,10.0,2.0,1.0,404690.0,11.91
Anjali Kapoor,18.0,68.16,612.0,PG,Engineering,Tier3,,96163.0,11433.0,0.119,758.0,422583.0,293180.00724637683,71491.0,484912.0,10.0,2.0,1.0,761098.6884057971,
Amit Jain,18.0,80.35,570.0,PG,Engineering,Tier3,India,,5655.0,0.12,628.0,102063.0,66754.0,15318.0,153499.0,7.0,1.0,1.0,111197.0,12.76
Mohit Kapoor,21.0,90.21,519.0,UG,,Tier2,India,32244.0,9585.0,0.297,712.0,1121083.0,293836.0,23339.0,1391580.0,12.0,1.0,1.0,924991.0,13.35
Ritika Singh,17.0,,589.0,PG,Other,Tier3,India,66950.0,1289.0,0.019,725.0,1453584.0,254243.0,39193.0,1324936.865942029,12.0,2.0,1.0,1324286.0,12.06
Shruti Singh,17.0,68.28,478.0,UG,Engineering,Tier3,India,96370.0,34805.0,0.361,721.0,414011.0,263137.0,167711.3152173913,602513.0,10.0,2.0,1.0,480053.0,12.03
Aaditya Patel,18.0,91.77,496.0,,Law,Tier1,,23754.0,8098.0,0.341,621.0,1028266.0,284491.0,,1207578.0,15.0,1.0,0.0,0.0,12.316354679802958
Kunal Singh,28.0,80.72,566.0,UG,Arts,Tier3,India,32342.0,8639.0,0.267,792.0,1138655.0,71276.0,313336.0,896595.0,10.0,2.0,0.0,0.0,12.316354679802958
Sarthak Yadav,24.963768115942027,72.26,333.0,UG,Medical,Tier2,India,59719.166666666664,11543.0,0.237,669.0,1287796.0,146399.0,157082.0,1277113.0,15.0,2.0,1.0,895426.0,12.99
Neha Yadav,20.0,77.8241304347826,415.0,Diploma,Other,ForeignOther,Austr,39491.0,14095.0,,740.0,4734328.0,1284835.0,203502.0,5815661.0,15.0,2.0,0.0,0.0,12.316354679802958
Neha Yadav,27.0,76.86,571.0,UG,Medical,Tier2,India,39570.0,2933.0,0.074,720.0,524103.0,102698.0,112376.0,514425.0,10.0,1.644927536231884,0.7457044673539519,0.0,12.316354679802958
Kabir Khan,33.0,,516.0,UG,Other,Tier3,India,59719.166666666664,253.0,0.032,,555413.0,293180.00724637683,167711.3152173913,613874.0,5.0,2.0,,438081.0,12.86
Yash Kapoor,22.0,84.68,466.0,,Medical,Tier3,India,74726.0,7159.0,0.096,851.0,1097670.0,167277.0,173038.0,,12.0,2.0,1.0,965369.0,
,21.0,77.8241304347826,665.0,Diploma,Other,Tier1,India,68468.0,21761.0,0.318,643.0,1243491.0,117141.0,260325.0,1100307.0,15.0,2.0,0.0,0.0,12.316354679802958
Ritika Sharma,18.0,71.56,647.0,UG,Medical,,India,17529.0,243.0,0.014,681.0,354260.0,75245.0,95678.0,,15.0,1.0,,240482.0,12.8
Neha Reddy,,75.21,383.0,UG,Other,ForeignOther,Canad,96430.0,22480.0,0.20041666666666666,,2245867.0,293180.00724637683,533747.0,2262991.0,9.797101449275363,2.0,1.0,1721304.0,12.39
Mohit Singh,27.0,68.88,739.0,UG,Medical,Tier3,India,102027.0,40625.0,0.398,654.0,1362716.0,86819.0,276506.0,1173029.0,7.0,2.0,0.0,0.0,12.316354679802958
Ravi Reddy,32.0,74.18,548.0,UG,Medical,,India,41227.0,14111.0,0.342,767.0,1229371.0,293269.0,250656.0,1271984.0,5.0,2.0,1.0,,12.64
Neha Yadav,32.0,80.0,671.0,UG,Arts,,Canad,89164.0,18598.0,0.209,771.0,3094221.0,878559.0,878070.0,3094710.0,5.0,1.0,1.0,,11.46
,17.0,85.93,587.0,UG,Engineering,Tier2,India,59719.166666666664,1163.0,0.025,754.0,1155948.0,291940.0,102587.0,1345301.0,15.0,1.644927536231884,1.0,1067520.0,12.06
Ravi Yadav,25.0,86.85,799.0,,Management,Tier2,India,64528.0,11987.797101449276,0.333,734.0,650473.0,159935.0,217.0,810191.0,12.0,2.0,1.0,628552.0,12.24
Kabir Khan,22.0,88.8,676.0,UG,Law,Tier3,India,39106.0,9369.0,0.20041666666666666,802.0,926893.0,119592.0,75622.0,970863.0,5.0,1.0,1.0,819075.0,12.316354679802958
Ravi Reddy,32.0,86.05,653.0,UG,Management,Tier2,India,115356.0,5303.0,0.046,651.0,1025420.0,249573.0,67029.0,1207964.0,7.0,1.0,1.0,1009080.0,11.65
Kunal Sharma,19.0,83.84,689.0,UG,Other,Tier3,India,52600.0,1975.0,0.038,724.0,209838.0,131563.0,41663.0,299738.0,10.0,3.0,0.7457044673539519,0.0,12.316354679802958
Ravi Yadav,20.0,77.8241304347826,,UG,Other,ForeignTop,USA,63161.0,22981.0,0.364,676.0,1759795.0,761533.0,334561.0,2186767.0,5.0,0.0,1.0,1522427.0,13.04
Meera Jain,19.0,74.01,402.0,PG,Engineering,Tier2,India,42802.0,11457.0,0.268,773.0,1093049.0,108126.0,,1006570.0,5.0,3.0,1.0,752345.0,12.53
Neha Yadav,23.0,76.72,657.0,PG,Other,Tier2,India,106533.0,35339.0,0.332,718.0398550724638,334250.0,293180.00724637683,1629.0,415041.0,7.0,2.0,1.0,328260.0,12.09
Suresh Patel,24.963768115942027,62.9,547.0,UG,,Tier3,India,107165.0,37678.0,0.352,718.0,1196632.384057971,,260804.0,1324936.865942029,12.0,2.0,1.0,759405.0,12.74
Kiran Khan,17.0,78.49,677.0,UG,Engineering,,India,100773.0,23048.0,0.229,740.0,917282.0,138830.0,89031.0,967081.0,5.0,1.0,1.0,853146.0,11.18
Meera Sharma,24.0,75.27,351.0,UG,Medical,Tier3,India,59719.166666666664,17368.0,0.207,663.0,1433110.0,293180.00724637683,167711.3152173913,1324936.865942029,5.0,1.0,0.0,761098.6884057971,12.316354679802958
Meera Sharma,23.0,,552.3731884057971,PhD,Arts,Tier2,India,44380.0,7641.0,0.172,682.0,159391.0,65641.0,26614.0,198418.0,12.0,3.0,0.0,0.0,12.316354679802958
Neha Sharma,34.0,94.23,489.0,PG,,Tier3,India,,10231.0,0.127,721.0,471457.0,102627.0,48475.0,525609.0,7.0,1.0,1.0,403180.0,12.33
Aaditya Reddy,24.963768115942027,79.46,529.0,PG,Arts,Tier1,India,59824.0,10400.0,0.174,777.0,942175.0,252256.0,167711.3152173913,1156393.0,5.0,2.0,1.0,915583.0,12.08
Ritika Khan,17.0,71.29,602.0,UG,Other,Tier3,India,92810.0,28730.0,0.31,718.0398550724638,515184.0,86730.0,14593.0,587321.0,12.0,1.0,1.0,454629.0,12.26
Sana Gupta,27.0,61.52,551.0,UG,Arts,Tier2,India,87898.0,21163.0,,668.0,1100194.0,135661.0,274449.0,961406.0,5.0,1.0,1.0,,12.28
Rohan Patel,34.0,92.36,570.0,UG,Other,Tier3,India,43768.0,15626.0,0.20041666666666666,788.0,1162607.0,266165.0,320321.0,1108451.0,10.0,0.0,1.0,858339.0,
,26.0,77.8241304347826,543.0,UG,Management,Tier2,India,83696.0,14844.0,,704.0,243522.0,88731.0,47471.0,,15.0,1.644927536231884,1.0,761098.6884057971,11.86
,19.0,68.85,504.0,UG,Management,Tier3,India,77051.0,18711.0,0.243,673.0,819396.0,70684.0,25426.0,864654.0,10.0,3.0,0.0,0.0,12.316354679802958
Ritika Patel,23.0,77.8241304347826,686.0,UG,Arts,ForeignTop,India,59719.166666666664,2020.0,0.252,764.0,1196632.384057971,974627.0,404497.0,3923941.0,5.0,1.0,1.0,2986230.0,12.39
Priya Gupta,32.0,77.8241304347826,306.0,,Arts,Tier2,India,80023.0,18940.0,0.237,691.0,616993.0,125605.0,134925.0,607673.0,7.0,1.644927536231884,1.0,426340.0,12.98
Neha Yadav,32.0,65.82,599.0,PG,Other,Tier1,India,49205.0,13829.0,0.281,718.0398550724638,1406095.0,190852.0,328951.0,1267996.0,15.0,1.0,1.0,1013585.0,12.01
Suresh Singh,,67.59,583.0,UG,Medical,Tier1,India,37849.0,3595.0,0.095,680.0,1258509.0,250951.0,44634.0,1464826.0,10.0,2.0,1.0,1154237.0,12.12
Ritika Sharma,,70.31,658.0,PG,Other,Tier3,India,38918.0,7976.0,0.205,710.0,1076093.0,84287.0,10.0,1160370.0,,,1.0,977972.0,12.316354679802958
Yash Gupta,24.963768115942027,94.85,600.0,UG,Medical,Tier3,India,56619.0,2360.0,0.20041666666666666,777.0,1100057.0,195175.0,235017.0,1060215.0,7.0,3.0,1.0,825172.0,12.22
Rahul Sharma,32.0,,713.0,PhD,Management,Tier3,India,72001.0,11074.0,0.154,706.0,1196632.384057971,176377.0,,842931.0,10.0,2.0,1.0,682225.0,11.91
Kiran Khan,28.0,73.45,780.0,PG,Engineering,Tier2,India,59719.166666666664,5045.0,0.195,,1389392.0,86020.0,106072.0,1369340.0,12.0,2.0,0.0,761098.6884057971,12.316354679802958
Suresh Jain,21.0,85.8,471.0,Diploma,Arts,Tier2,India,64746.0,,0.261,,1072434.0,206000.0,4150.0,1274284.0,5.0,1.0,1.0,992275.0,12.21
Neha Yadav,21.0,92.03,414.0,Diploma,Medical,Tier3,India,74419.0,11987.797101449276,0.38,839.0,1120573.0,118410.0,181633.0,1324936.865942029,12.0,3.0,1.0,761098.6884057971,12.316354679802958
Ravi Yadav,24.963768115942027,93.55,512.0,PG,Other,Tier2,India,106545.0,25599.0,0.24,814.0,1306367.0,171959.0,167711.3152173913,1144751.0,10.0,1.0,1.0,1027305.0,
Sana Yadav,25.0,62.03,444.0,UG,Management,ForeignOther,USA,33083.0,9840.0,0.297,640.0,3263367.0,783849.0,,3109685.0,10.0,1.0,1.0,2059146.0,13.38
Rohan Jain,19.0,,,UG,Medical,Tier1,India,51260.0,10380.0,0.202,751.0,1229899.0,164896.0,208743.0,1186052.0,,2.0,0.0,761098.6884057971,12.316354679802958
Rohan Singh,32.0,63.74,,PG,Other,Tier3,India,66542.0,16878.0,0.254,,373337.0,126616.0,57620.0,442333.0,12.0,2.0,1.0,332303.0,12.49
Anjali Jain,32.0,,370.0,UG,Arts,Tier2,India,88685.0,2516.0,0.028,731.0,583479.0,255595.0,14889.0,824185.0,12.0,1.0,1.0,598556.0,12.74
Rahul Jain,24.963768115942027,65.94,350.0,PG,Arts,Tier2,India,52394.0,11987.797101449276,0.102,724.0,569855.0,,93833.0,540267.0,,1.0,1.0,409384.0,12.42
Amit Sharma,17.0,82.64,,UG,Law,,India,89966.0,13022.0,0.145,657.0,,154652.0,167563.0,1324936.865942029,12.0,2.0,1.0,1037493.0,12.88
Neha Yadav,27.0,73.59,663.0,UG,Engineering,Tier3,India,11566.0,2186.0,0.189,784.0,1299152.0,164608.0,236628.0,1227132.0,5.0,1.0,1.0,916210.0,12.53
Suresh Kapoor,33.0,68.03,596.0,UG,Law,ForeignOther,USA,28666.0,523.0,0.018,732.0,1196632.384057971,725877.0,211161.0,2325423.0,7.0,2.0,0.0,0.0,12.316354679802958
Kiran Kapoor,24.0,69.31,351.0,UG,Management,,India,68716.0,3849.0,0.056,703.0,1117879.0,193572.0,80588.0,1230863.0,10.0,2.0,1.0,914668.0,12.57
Sana Khan,20.0,72.61,759.0,Diploma,Medical,,,59719.166666666664,11987.797101449276,0.111,694.0,886902.0,216803.0,25267.0,1078438.0,7.0,1.0,1.0,864898.0,11.98
Kabir Gupta,22.0,69.1,695.0,UG,Management,Tier3,India,30638.0,11906.0,0.389,728.0,1425927.0,244262.0,167711.3152173913,1535474.0,,2.0,0.0,0.0,12.316354679802958
Neha Khan,24.0,75.86,312.0,PG,Other,Tier3,India,46806.0,6204.0,0.133,744.0,794762.0,265551.0,23043.0,1037270.0,15.0,1.0,1.0,737366.0,12.89
Amit Jain,19.0,61.13,626.0,PG,Arts,Tier2,India,79286.0,15288.0,0.193,713.0,1196632.384057971,128469.0,33578.0,727616.0,15.0,2.0,0.0,0.0,12.316354679802958
Neha Yadav,,77.8241304347826,686.0,UG,Law,Tier1,India,12601.0,988.0,0.078,550.0,328249.0,293180.00724637683,97228.0,415527.0,5.0,2.0,1.0,290018.0,13.02
Neha Khan,19.0,74.39,487.0,PG,Law,Tier1,India,64257.0,15699.0,0.244,721.0,1200688.0,260027.0,,1300746.0,12.0,1.0,1.0,1001736.0,12.3
,34.0,,334.0,PG,Law,ForeignTop,USA,85824.0,9636.0,0.112,634.0,3910455.0,1292763.0,623958.0,4579260.0,7.0,2.0,0.0,0.0,12.316354679802958
Neha Yadav,30.0,77.8241304347826,339.0,,Management,Tier2,India,55126.0,4564.0,0.083,707.0,638097.0,272380.0,167236.0,743241.0,7.0,3.0,1.0,561137.0,12.45
Neha Sharma,34.0,64.66,352.0,UG,Other,Tier2,,50779.0,10492.0,0.207,636.0,135271.0,142867.0,40401.0,1324936.865942029,7.0,1.0,0.0,0.0,
Yash Gupta,18.0,62.67,720.0,PG,Medical,Tier2,India,,154.0,0.002,635.0,1274596.0,98792.0,167711.3152173913,1150570.0,7.0,1.644927536231884,0.7457044673539519,872684.0,12.42
Ravi Singh,19.0,92.92,755.0,UG,Other,Tier2,,55197.0,169.0,0.003,794.0,115985.0,293180.00724637683,28270.0,1324936.865942029,15.0,1.0,0.7457044673539519,213115.0,11.81
Anjali Reddy,32.0,74.58,361.0,Diploma,Medical,Tier1,India,94762.0,8304.0,0.088,701.0,,235410.0,106437.0,1214153.0,7.0,1.0,1.0,969987.0,12.01
Neha Yadav,25.0,80.34,418.0,PhD,Management,Tier3,India,32215.0,11987.797101449276,0.015,696.0,,173142.0,133765.0,,9.797101449275363,1.0,1.0,1105630.0,
Shruti Gupta,20.0,92.17,383.0,UG,Other,Tier1,India,58709.0,2537.0,0.043,749.0,712726.0,170795.0,86105.0,1324936.865942029,15.0,1.0,0.0,0.0,12.316354679802958
Rahul Patel,17.0,62.9,393.0,PG,Law,Tier3,India,65142.0,8830.0,0.136,698.0,428963.0,259558.0,86544.0,601977.0,7.0,1.0,1.0,427577.0,12.9
Suresh Khan,24.963768115942027,,719.0,PG,Engineering,Tier2,India,50539.0,16225.0,,846.0,1086819.0,140351.0,222426.0,1004744.0,5.0,0.0,0.0,,12.316354679802958
Anjali Yadav,17.0,79.31,466.0,UG,Management,Tier3,India,8000.0,1831.0,0.229,718.0398550724638,1243979.0,264949.0,117645.0,1391283.0,10.0,3.0,0.7457044673539519,0.0,12.316354679802958
Rohan Gupta,30.0,65.77,456.0,PhD,Management,ForeignTop,UK,55977.0,11479.0,0.205,742.0,3598394.0,1363418.0,143803.0,4818009.0,10.0,,1.0,3508650.0,12.72
Kabir Reddy,32.0,74.39,552.3731884057971,PhD,Arts,Tier3,India,82504.0,9686.0,0.20041666666666666,718.0398550724638,1453849.0,293180.00724637683,275823.0,1310084.0,10.0,2.0,0.7457044673539519,1017000.0,12.24
Neha Yadav,24.0,87.22,604.0,UG,Medical,Tier3,India,79453.0,29612.0,0.373,816.0,1196632.384057971,163497.0,6635.0,329198.0,9.797101449275363,1.0,1.0,272604.0,11.72
Suresh Sharma,23.0,76.81,490.0,UG,Management,Tier2,India,68869.0,10937.0,0.159,675.0,806714.0,240612.0,140003.0,907323.0,7.0,1.0,0.0,0.0,12.316354679802958
Sana Gupta,19.0,94.49,672.0,UG,Management,Tier2,India,32553.0,1134.0,0.20041666666666666,695.0,1105836.0,293180.00724637683,230043.0,957294.0,15.0,1.0,1.0,741385.0,12.26
Rohan Verma,33.0,73.19,403.0,UG,Law,Tier3,India,69883.0,17249.0,0.247,718.0398550724638,1307697.0,99105.0,274856.0,1131946.0,12.0,2.0,1.0,944413.0,11.66
Neha Yadav,17.0,77.8241304347826,694.0,UG,Law,ForeignOther,Austr,45664.0,2079.0,,769.0,1801381.0,,407187.0,2597071.0,5.0,3.0,1.0,1972166.0,12.41
Ravi Verma,32.0,77.8241304347826,602.0,PhD,Other,Tier3,India,68837.0,9506.0,0.138,785.0,1220005.0,93873.0,319468.0,994410.0,5.0,1.0,,738482.0,12.316354679802958
Neha Patel,28.0,89.02,357.0,UG,Engineering,Tier3,India,63038.0,12794.0,0.20041666666666666,638.0,873790.0,191932.0,131058.0,934664.0,,1.0,1.0,710138.0,12.316354679802958
,30.0,79.92,552.3731884057971,UG,Arts,Tier3,India,35591.0,12446.0,0.35,,655175.0,194829.0,143532.0,706472.0,10.0,2.0,0.0,0.0,12.316354679802958
Ravi Gupta,22.0,62.22,732.0,Diploma,Engineering,Tier2,India,37689.0,11987.797101449276,0.197,674.0,284401.0,172406.0,52828.0,403979.0,10.0,1.644927536231884,1.0,295026.0,12.316354679802958
Rahul Patel,,61.29,761.0,PG,Other,Tier1,India,68876.0,19348.0,0.20041666666666666,732.0,1311414.0,211186.0,73429.0,,,1.0,1.0,1094623.0,12.45
Anjali Singh,29.0,77.8241304347826,533.0,,Law,Tier3,India,54472.0,21632.0,0.397,,1196632.384057971,293180.00724637683,2468.0,425171.0,12.0,2.0,1.0,305715.0,12.81
Aaditya Jain,,60.48,540.0,UG,Medical,ForeignOther,USA,38993.0,2051.0,0.053,667.0,1833474.0,1299516.0,156510.0,2976480.0,12.0,2.0,0.7457044673539519,2312975.0,12.23
Kabir Singh,,62.64,759.0,UG,Law,Tier2,India,36929.0,11987.797101449276,0.11,635.0,506064.0,293180.00724637683,67261.0,581846.0,12.0,1.0,1.0,444930.0,12.35
,17.0,84.21,594.0,PG,Arts,Tier3,India,52404.0,8271.0,0.158,,1319980.0,215417.0,244370.0,1291027.0,9.797101449275363,0.0,1.0,997564.0,12.27
Aaditya Gupta,31.0,78.7,316.0,UG,Law,Tier2,India,99203.0,16739.0,0.169,727.0,1041784.0,85306.0,,,10.0,3.0,1.0,637023.0,12.61
Shruti Singh,24.963768115942027,86.25,756.0,PG,Arts,Tier3,India,46848.0,7702.0,0.164,628.0,1215354.0,192719.0,71552.0,1336521.0,9.797101449275363,,1.0,975384.0,12.7
Neha Yadav,21.0,,424.0,Diploma,Other,Tier1,India,59650.0,21656.0,0.363,652.0,450655.0,96318.0,16974.0,529999.0,10.0,1.0,1.0,,13.53
Neha Yadav,32.0,80.48,589.0,UG,Arts,Tier2,India,,17863.0,0.286,,974824.0,119661.0,281767.0,812718.0,,1.0,0.0,0.0,12.316354679802958
Sana Kapoor,20.0,85.41,,PhD,Other,Tier3,India,31724.0,11987.797101449276,0.243,562.0,1196632.384057971,104677.0,29186.0,975935.0,10.0,0.0,1.0,695219.0,12.316354679802958
Priya Reddy,19.0,86.5,317.0,Diploma,Arts,Tier2,,15929.0,1971.0,0.124,767.0,1265963.0,95709.0,181726.0,1179946.0,12.0,1.0,1.0,872820.0,12.6
Priya Sharma,,73.22,456.0,UG,Arts,Tier3,India,34334.0,11314.0,0.20041666666666666,718.0398550724638,1368522.0,256428.0,240407.0,1384543.0,15.0,2.0,0.0,0.0,12.316354679802958
Rohan Jain,33.0,68.44,690.0,PhD,Medical,Tier3,India,66177.0,25281.0,0.382,715.0,117019.0,121427.0,19005.0,219441.0,5.0,1.644927536231884,,0.0,12.316354679802958
,28.0,67.18,439.0,PG,Engineering,Tier3,UK,62183.0,20426.0,0.328,721.0,3163084.0,987651.0,81638.0,4069097.0,15.0,1.0,1.0,2904780.0,
,30.0,68.8,410.0,Diploma,Management,Tier2,India,77560.0,49.0,0.001,752.0,172570.0,292482.0,2952.0,462100.0,7.0,2.0,1.0,365348.0,12.09
Meera Verma,22.0,69.62,,PG,Engineering,Tier2,India,62419.0,15889.0,0.255,717.0,868402.0,192815.0,27481.0,1033736.0,,2.0,1.0,787483.0,12.38
Rohan Gupta,24.963768115942027,67.25,558.0,PG,Arts,Tier2,India,57261.0,1171.0,0.02,841.0,502686.0,85750.0,88310.0,500126.0,7.0,3.0,1.0,376374.0,12.47
Aaditya Khan,25.0,90.74,788.0,PG,Medical,ForeignOther,Austr,,4627.0,0.103,718.0398550724638,,307655.0,765803.0,4231297.0,10.0,3.0,1.0,3430953.0,
Meera Verma,21.0,86.49,529.0,PhD,Law,ForeignTop,India,82115.0,1955.0,0.024,783.0,1537637.0,1474026.0,107823.0,2903840.0,9.797101449275363,0.0,1.0,761098.6884057971,
Kabir Kapoor,33.0,61.64,579.0,PG,Medical,Tier3,India,37020.0,8941.0,0.242,677.0,969809.0,141848.0,185556.0,926101.0,9.797101449275363,2.0,1.0,653574.0,12.94
Rohan Yadav,30.0,69.4,730.0,PG,Arts,,India,32240.0,11987.797101449276,0.20041666666666666,727.0,1196632.384057971,71754.0,139658.0,1324936.865942029,12.0,2.0,1.0,383905.0,12.32
Meera Singh,19.0,60.78,568.0,PhD,Medical,Tier3,India,74176.0,3397.0,0.046,813.0,1125779.0,189196.0,14043.0,1300932.0,10.0,3.0,1.0,1154540.0,11.13
Vivek Kapoor,17.0,,392.0,UG,Medical,Tier3,India,26671.0,4095.0,0.154,706.0,666338.0,261280.0,99577.0,828041.0,12.0,2.0,1.0,590882.0,12.86
Yash Kapoor,17.0,76.67,450.0,UG,Other,Tier1,India,120370.0,21967.0,0.182,732.0,195694.0,293180.00724637683,167711.3152173913,1324936.865942029,15.0,1.644927536231884,1.0,334345.0,11.73
Neha Yadav,19.0,89.1,455.0,UG,Other,Tier3,India,62000.0,9153.0,0.148,,1197264.0,93781.0,,1200420.0,12.0,2.0,1.0,917652.0,12.36
Neha Patel,34.0,70.77,499.0,UG,Medical,Tier1,India,68698.0,3326.0,0.048,675.0,500062.0,218191.0,46171.0,672082.0,15.0,1.0,0.0,0.0,12.316354679802958
Meera Kapoor,26.0,88.57,513.0,UG,Management,Tier3,India,39790.0,6668.0,0.168,590.0,705874.0,105126.0,129945.0,681055.0,7.0,2.0,1.0,761098.6884057971,12.64
Mohit Kapoor,19.0,93.88,552.3731884057971,Diploma,Management,Tier3,India,52118.0,15660.0,,735.0,1196632.384057971,104552.0,285441.0,878732.0,15.0,3.0,1.0,694414.0,
Suresh Jain,,63.09,552.3731884057971,UG,Medical,Tier3,,,1401.0,0.028,779.0,565439.0,268518.0,137389.0,696568.0,5.0,3.0,1.0,511019.0,12.316354679802958
Neha Yadav,24.963768115942027,87.71,534.0,PG,Other,Tier1,India,46454.0,1490.0,0.032,639.0,179220.0,112417.0,31353.0,,9.797101449275363,1.0,0.0,0.0,
Amit Patel,34.0,80.65,612.0,UG,,Tier2,India,75824.0,10760.0,0.142,760.0,1196632.384057971,115812.0,136586.0,1324936.865942029,5.0,2.0,,511948.0,11.51
Rohan Reddy,31.0,77.8241304347826,489.0,PhD,Arts,Tier3,India,48761.0,18368.0,0.377,761.0,1196632.384057971,50163.0,155658.0,1316733.0,10.0,,1.0,994315.0,12.45
Anjali Sharma,18.0,74.72,718.0,Diploma,Management,Tier3,India,85438.0,22849.0,0.267,584.0,998428.0,267667.0,191987.0,,10.0,0.0,1.0,,12.316354679802958
Suresh Reddy,26.0,87.46,594.0,UG,Other,Tier1,India,126580.0,34362.0,,718.0398550724638,1196632.384057971,293180.00724637683,145459.0,1142761.0,10.0,1.0,1.0,931394.0,11.85
Ravi Yadav,18.0,82.38,447.0,PhD,Medical,ForeignTop,Canad,52611.0,11987.797101449276,0.145,696.0,1196632.384057971,444465.0,257565.0,4707109.0,9.797101449275363,1.0,1.0,3637431.0,12.27
Vivek Yadav,33.0,88.18,657.0,UG,,Tier3,India,63808.0,15152.0,0.237,709.0,378589.0,237566.0,79701.0,1324936.865942029,10.0,2.0,,425442.0,12.07
Yash Verma,24.0,91.61,552.3731884057971,PG,Engineering,Tier2,India,69487.0,282.0,0.004,675.0,685667.0,88012.0,114465.0,659214.0,7.0,1.0,1.0,505378.0,12.33
Meera Patel,17.0,81.6,552.3731884057971,UG,Management,Tier2,India,105288.0,26789.0,0.254,672.0,1151316.0,164581.0,123866.0,1192031.0,5.0,2.0,1.0,961657.0,11.93
Neha Yadav,25.0,94.32,541.0,Diploma,Medical,,India,57934.0,21164.0,0.365,,241922.0,137805.0,66142.0,313585.0,15.0,0.0,,237720.0,12.42
Kabir Kapoor,27.0,81.28,549.0,UG,Other,Tier3,India,39275.0,9624.0,0.245,714.0,488994.0,73444.0,3071.0,559367.0,9.797101449275363,1.0,1.0,405324.0,12.75
Rohan Kapoor,32.0,82.28,683.0,PG,Other,Tier3,India,28341.0,9905.0,0.349,678.0,486847.0,171533.0,46120.0,612260.0,10.0,1.0,0.0,0.0,12.316354679802958
Vivek Yadav,23.0,79.42,351.0,PG,Medical,ForeignTop,Austr,58550.0,16955.0,0.29,718.0,5587028.0,800632.0,95339.0,1324936.865942029,15.0,1.0,1.0,4680161.0,12.56
Amit Verma,26.0,63.19,467.0,UG,Arts,,,48790.0,2353.0,0.20041666666666666,752.0,1472516.0,60015.0,338617.0,1193914.0,9.797101449275363,1.0,1.0,761098.6884057971,12.316354679802958
Ritika Sharma,19.0,85.42,338.0,UG,Other,ForeignOther,USA,110250.0,39798.0,0.361,723.0,4187199.0,505124.0,881959.0,3810364.0,7.0,1.0,,3102785.0,11.86
Sarthak Kapoor,34.0,79.16,677.0,UG,Other,ForeignTop,Austr,104247.0,2771.0,0.027,708.0,4443597.0,801774.0,441719.0,4803652.0,10.0,2.0,0.0,761098.6884057971,12.316354679802958
